,Id,PostId,link,outdated (manually checked),description,link outdated,answer outdated,service in question outdated,other reasons,partly outdated,totally outdated,is aws-related,related service,keywords,phrases,strucutures,point out deprecated version,provide alternatives,share a link,provide code,others,Text
<p>I hope that helps you. And if you want to install your application, just run <code>npm install</code> in the directory where the <code>package.json</code> is. Maybe you should update node.js because version 4.x is absolutely outdated.</p>"

58,47945307,43994883,https://stackoverflow.com/questions/47945307,TRUE,,,,1,,,,yes,lambda,,API functions are deprecated and the AWS docu is,,1,1,0,1,,"<p>A lot of the used API functions are deprecated and the AWS docu is ... I share a new implemented example. The Lambda function ""updateS3Chart"" calls another Lambda function ""AsyncUpdate"" asynchronous: </p>


<pre><code>public class LambdaInvoker {
static final Logger logger = LogManager.getLogger(LambdaInvoker.class);
static final String LambdaFunctionName = ""AsyncUpdate""; 


private class AsyncLambdaHandler implements AsyncHandler&lt;InvokeRequest, InvokeResult&gt;
{
  public void onSuccess(InvokeRequest req, InvokeResult res) {
  logger.debug(""\nLambda function returned:"");
  ByteBuffer response_payload = res.getPayload();
  logger.debug(new String(response_payload.array()));
  }
  public void onError(Exception e) {
  logger.debug(e.getMessage());
  }
}


public void updateS3Chart(UpdateS3ChartRequest updateS3ChartRequest) {
  Gson gson = new Gson();


  try {
  //issue: aws region is not set to debug-time. solution for eclipse:
  //environment variable is set by lambda container or eclipse ide environment variables
  //use instead for eclipse debugging: project -&gt; Run as -&gt; Run Configurations -&gt; Environment -&gt; Add variable: ""AWS_REGION"": ""eu-central-1""
  AWSLambdaAsync lambda = AWSLambdaAsyncClientBuilder.defaultClient(); //Default async client using the DefaultAWSCredentialsProviderChain and DefaultAwsRegionProviderChain chain
  InvokeRequest req = new InvokeRequest()
  .withFunctionName(LambdaFunctionName)
  .withPayload(gson.toJson(updateS3ChartRequest));


  Future&lt;InvokeResult&gt; future_res = lambda.invokeAsync(req, new AsyncLambdaHandler());


  logger.debug(""Waiting for async callback"");
  while (!future_res.isDone() &amp;&amp; !future_res.isCancelled()) {
  // perform some other tasks...
  try {
  Thread.sleep(1000);
  }
  catch (InterruptedException e) {
  logger.debug(""Thread.sleep() was interrupted!"");
  }
  System.out.print(""."");
  }


  } catch (Exception e) {
  logger.fatal(""Execute async lambda function: "" + LambdaFunctionName + "" failed: "" + e.getMessage());
  }


}
}
</code></pre>


<p>You have to set your AWS region as system property in your IDE for debugging (see comment in source code for Eclipse). UpdateS3ChartRequest is simple POJO with property set/get.</p>"

59,56234110,37385411,https://stackoverflow.com/questions/56234110,FALSE,,,,,,,,yes,ec2,,your service is obsolete,,,,,,,"<p>As the error message rather clearly tells you, you somehow ended up passing in <code>169.254.169.254http</code> as the host name, and <code>169.254.169.254http:80</code> as the host.  Just to spell this out completely, you probably wanted the host to be <code>169.254.169.254</code>. You need to figure out why your request was botched like this, and correct the code or your configuration files so you send what you wanted to send.</p>


<p><code>ENOTFOUND</code> in response to <code>getaddrinfo</code> simply means that you wanted to obtain the address of something which doesn't exist or is unknown. Very often this means that you have a typo, or that the information you used to configure your service is obsolete or otherwise out of whack (attempting to reach a private corporate server when you are outside the  corporate firewall, for example).</p>"

60,47772403,47765493,https://stackoverflow.com/questions/47772403,TRUE,,,,1,,,,yes,s3,,Nobody should be using,,1,0,0,0,,"<ul>
<li>Nobody should be using S3n as the connector. It is obsolete and removed from Hadoop 3. If you have the Hadoop 2.7.x JARs on the classpath, use s3a</li>
<li>The issue with rename() is not just the consistency, but the bigger the file, the longer it takes.</li>
</ul>


<p>Really checkpointing to object stores needs to be done differently. If you look closely, there is no <code>rename()</code>, yet so much existing code expects it to be an O(1) atomic operation.</p>"

61,31038374,28706078,https://stackoverflow.com/questions/31038374,TRUE,,,,1,,,,yes,Elastic Beanstalk,deprecated,,,1,1,1,1,,"<p>I had the same issue. I was using aws.push to update my application. Then I moved to a new computer and I had to set everything up again.</p>


<p>You can use</p>


<pre><code>eb deploy
</code></pre>


<p>However, depending upon how you have your project setup, you might need to map your deployment to a branch. Use:</p>


<pre><code>eb branch
</code></pre>


<p>I was in a bind and wanted to make sure that I did not screw up a deployment by introducing any new issues into the production environment and I wanted to use:</p>


<pre><code>git aws.push
</code></pre>


<p>This can still be done.</p>


<p>Download the deprecated version of the AWS Elastic Beanstalk Command Line Tool <a href=""http://aws.amazon.com/code/6752709412171743"" rel=""nofollow"">here</a> </p>


<p>Then from within your repo run <strong>AWSDevTools-RepositorySetup.sh</strong>. You can find this file in the zip file you just downloaded, AWS-ElasticBeanstalk-CLI-2.6.4 / AWSDevTools / Linux</p>


<p>Now run</p>


<pre><code>git aws.config
</code></pre>


<p>Once configured you should be able to run git aws.push without any problems. </p>


<p><strong>I am now using eb deploy, but I was in a bind and had never used it and did not have time to test it. So this worked for me.</strong></p>"

62,56420710,49918991,https://stackoverflow.com/questions/56420710,TRUE,,,,1,,,,no,,,functional calls (which are deprecated),,1,0,0,1,,"<p>Note: so far as I can tell, adding 'replica' servers does nothing unless you are using the db_* functional calls (which are deprecated), or if you manually instantiate the database.replica connection in any of your custom queries
e.g. 
<code>/** @var \Drupal\Core\Database\Connection $database_replica */
$database_replica = \Drupal::service('database.replica');
$query = $database_replica-&gt;select('node', 'n');....</code></p>"

63,21087369,21083772,https://stackoverflow.com/questions/21087369,TRUE,,,,1,,,,yes,boto,,tutorial is simply out of date and needs to be corrected,,1,1,1,0,,"<p>The documentation quote you provide comes from the SQS tutorial.  The <a href=""http://docs.pythonboto.org/en/latest/ref/sqs.html#boto.sqs.queue.Queue.write_batch"" rel=""noreferrer"">SQS API docs</a> correctly describe the current return value.  The SQS tutorial is simply out of date and needs to be corrected.  I have created an <a href=""https://github.com/boto/boto/issues/1985"" rel=""noreferrer"">issue</a> to track this.</p>


<p>If the write fails for any reason, the service will return an HTTP error code which, in turn, will cause boto to raise an SQSError exception.  If no exception is raised, the write was successful.</p>"

64,22690887,22690644,https://stackoverflow.com/questions/22690887,FALSE,,,,,,,,no,,,archlinux,,,,,,,"<p>Environment variables are not passed to <code>sudo</code>: <a href=""https://stackoverflow.com/questions/8633461/how-to-keep-environment-variables-when-using-sudo"">How to keep Environment Variables when Using SUDO</a></p>


<blockquote>
  <p>the trick is to add enviroment variables to sudoers config:</p>


<pre><code>sudo visudo
</code></pre>
 
  <p>add these lines</p>


<pre><code>Defaults env_keep +=""http_proxy""
Defaults env_keep +=""https_proxy""
</code></pre>
 
  <p>form ArchLinux wiki
  <a href=""https://wiki.archlinux.org/index.php/Sudo#Environment_variables_.28Outdated.3F.29"" rel=""nofollow noreferrer"">https://wiki.archlinux.org/index.php/Sudo#Environment_variables_.28Outdated.3F.29</a></p>
</blockquote>"

65,43285441,21917661,https://stackoverflow.com/questions/43285441,TRUE,,,1,,,,,yes,ElastiCache,,These answers are out of date.,,0,1,1,0,,"<p><strong>These answers are out of date.</strong></p>


<p>You can access elastic-cache outside of AWS by following these steps:</p>


<ol>
<li>Create a NAT instance in the same VPC as your cache cluster but in a
public subnet. </li>
<li>Create security group rules for the cache cluster and
NAT instance. </li>
<li>Validate the rules. </li>
<li>Add an iptables rule to the NAT
instance. </li>
<li>Confirm that the trusted client is able to connect to the
cluster. </li>
<li>Save the iptables configuration.</li>
</ol>


<p>For a more detailed description see the aws guide:</p>


<p><a href=""https://docs.aws.amazon.com/AmazonElastiCache/latest/red-ug/accessing-elasticache.html#access-from-outside-aws"" rel=""noreferrer"">https://docs.aws.amazon.com/AmazonElastiCache/latest/red-ug/accessing-elasticache.html#access-from-outside-aws</a></p>"

66,62049410,62049230,https://stackoverflow.com/questions/62049410,FALSE,,,,,,,,no,s3,,,,,,,,,"<p>If you are using CloudFront : </p>


<ol>
<li>Upload your code </li>
<li>Invalidate cache in cloudfront</li>
</ol>


<p>Step to invalidate cache forcefully: </p>


<ol>
<li><p>Select the distribution for which you want to invalidate files.</p>


<p>Choose Distribution Settings.</p>


<p>Choose the Invalidations tab.</p>


<p>Choose Create Invalidation.</p></li>
</ol>


<p><a href=""https://docs.aws.amazon.com/AmazonCloudFront/latest/DeveloperGuide/Invalidation.html"" rel=""nofollow noreferrer"">https://docs.aws.amazon.com/AmazonCloudFront/latest/DeveloperGuide/Invalidation.html</a>
For the files that you want to invalidate, enter one invalidation path per line. For information about specifying invalidation paths, see Specifying the Files to Invalidate.</p>


<p><a href=""https://aws.amazon.com/premiumsupport/knowledge-center/cloudfront-serving-outdated-content-s3/"" rel=""nofollow noreferrer"">https://aws.amazon.com/premiumsupport/knowledge-center/cloudfront-serving-outdated-content-s3/</a></p>


<p>Another way to user versioning in content like js/css/images etc.</p>"

67,63733871,60547409,https://stackoverflow.com/questions/63733871,FALSE,,,,,,,,yes,eks,,,error message: `... Deprecated.`,,,,,,"<p>Adding to <a href=""https://stackoverflow.com/a/60573982/137601"">Simon's great answer</a>, you may want to also pass the session in the <code>GetTokenOptions</code> struct, like so:</p>
<pre class=""lang-golang prettyprint-override""><code>opts := &amp;token.GetTokenOptions{
  ClusterID: aws.StringValue(cluster.Name),
  Session: sess,
  }
  tok, err := gen.GetWithOptions(opts)
</code></pre>
<p>Otherwise the <code>gen.GetWithOptions(opts)</code> call will try to read your AWS credentials from local sources (e.g. <code>~/.aws/credentials</code>) and may file with this error:</p>
<pre><code>NoCredentialProviders: no valid providers in chain. Deprecated.
  For verbose messaging see aws.Config.CredentialsChainVerboseErrors
</code></pre>"

68,28455874,28449363,https://stackoverflow.com/questions/28455874,FALSE,,,,,,,,yes,lambda,,,,,,,,,"<p>Of course, I was misunderstanding the problem. <a href=""https://aws.amazon.com/blogs/compute/container-reuse-in-lambda/"" rel=""noreferrer"">As AWS themselves put it</a>:</p>


<blockquote>
  <p>For those encountering nodejs for the first time in Lambda, a common 
  error is forgetting that callbacks execute asynchronously and calling 
  <code>context.done()</code> in the original handler when you really meant to wait 
  for another callback (such as an S3.PUT operation) to complete, forcing
  the function to terminate with its work incomplete.</p>
</blockquote>


<p>I was calling <code>context.done</code> way before any callbacks for the request fired, causing the termination of my function ahead of time.</p>


<p>The working code is this:</p>


<pre><code>var http = require('http');


exports.handler = function(event, context) {
  console.log('start request to ' + event.url)
  http.get(event.url, function(res) {
  console.log(""Got response: "" + res.statusCode);
  context.succeed();
  }).on('error', function(e) {
  console.log(""Got error: "" + e.message);
  context.done(null, 'FAILURE');
  });


  console.log('end request to ' + event.url);
}
</code></pre>


<p><strong>Update:</strong> starting 2017 AWS has deprecated the old Nodejs 0.10 and only the newer 4.3 run-time is now available (old functions should be updated). This runtime introduced some changes to the handler function. The new handler has now 3 parameters.</p>


<pre><code>function(event, context, callback)
</code></pre>


<p>Although you will still find the <code>succeed</code>, <code>done</code> and <code>fail</code> on the context parameter, AWS suggest to use the <code>callback</code> function instead or <code>null</code> is returned by default.</p>


<pre><code>callback(new Error('failure')) // to return error
callback(null, 'success msg') // to return ok
</code></pre>


<p>Complete documentation can be found at <a href=""http://docs.aws.amazon.com/lambda/latest/dg/nodejs-prog-model-handler.html"" rel=""noreferrer"">http://docs.aws.amazon.com/lambda/latest/dg/nodejs-prog-model-handler.html</a></p>"

69,41784099,27780356,https://stackoverflow.com/questions/41784099,FALSE,,,,,,,,yes,dynamo-db,,if you have outdated clients,,,,,,,"<p>I'm not sure that the accepted answer is complete because it does not acknowledge use cases, and it does not address the question asked of ""what if I want to change the data structure."" Well, if you have outdated clients, and change the data structure of the documents in your nosql database, then those clients will not be able to access it. I don't believe DynamoDB offers a middleware platform to support this kind of old-to-new model adaptation. You'll have to force an update to your clients.</p>


<p>In fact, there are many operations beyond user-based permissions (which Cognito does do well) like this that you might need middleware for. Perhaps you want sorting logic to occur at request-time, and not maintain a copy of that sorting logic in every client application.</p>


<p>The question of ""is it worth it"" probably depends on the complexity of your application and your users' relationship with the data (ie. if the presentation layer basically just wrapped data -- then directly access DynamoDB. If you your presentation layer is not just wrapped data, then you should probably use custom middleware). In truth, I stumbled upon this question while running my own cost-benefit analysis, and am not sure which approach I will take. Another major factor of mine is that I might choose to switch database solutions in the future.. this will be more challenging to update on every client, if my clients are directly accessing the DB.</p>


<p>The one certain conclusion I've reached is that you should use middleware <em>somewhere</em> in your system, such that you can decouple your database vendor from either the client logic or the server logic as much as possible, eg. in a mobile app:
  writeToDatabase(Data data){writeToDynamo(data);}</p>


<p>To achieve this, AWS suggests using Amazon Api Gateway as a proxy for AWS services, and even has premade configurations for Amazon API Gateway to behave as AWS service proxy.</p>"

70,39292876,10528540,https://stackoverflow.com/questions/39292876,TRUE,,,,1,,,,yes,EMR,,they've changed things there,"Apache s3:// should be considered deprecated -you don't need it any more, and shouldn't be using it.",1,1,1,0,,"<p>Updating this for Apache Hadoop 2.7+, and ignoring Amazon EMR as they've changed things there.</p>


<ol>
<li>If you are using Hadoop 2.7 or later, use s3a over s3n. This also applies to recent versions of HDP and, AFAIK, CDH.</li>
<li>This supports 5+GB files, has other nice features, etc. It is tangibly better when reading files _Ã‘Ã“and will only get better over time.</li>
<li>Apache s3:// should be considered deprecated -you don't need it any more, and shouldn't be using it.</li>
<li>Amazon EMR use ""s3://"" to refer to their own, custom, binding to S3. That's what you should be using if you are running on EMR.</li>
</ol>


<p>Improving distcp reliability and performance working with object stores is still and ongoing piece of work...contributions are, as always, welcome.</p>"

71,51272109,36604024,https://stackoverflow.com/questions/51272109,TRUE,,,,1,,,,yes,credential,,,The AWSSecurityTokenServiceClient is deprecated,1,0,0,1,,"<p>The AWSSecurityTokenServiceClient is deprecated.  The following code also works.</p>


<pre><code>BasicAWSCredentials theAWSCredentials= new BasicAWSCredentials("""","""");
AWSCredentialsProvider theAWSCredentialsProvider = new AWSStaticCredentialsProvider(theAWSCredentials);
AWSSecurityTokenService theSecurityTokenService = AWSSecurityTokenServiceClientBuilder.standard().withCredentials(theAWSCredentialsProvider).build();
</code></pre>"

72,30995231,30994401,https://stackoverflow.com/questions/30995231,FALSE,code should be removed,0,0,0,1,0,0,1,amazon-s3,deprecated,ones above this may be deprecated?,,1,1,0,1,0,"<p>In order to stream an S3 bucket. you need to provide the path to S3 bucket. And it will stream all data from all the files in this bucket. Then whenever w new file is created in this bucket, it will be streamed. If you are appending data to existing file which are read before, these new updates will not be read.</p>


<p>here is small piece of code that works</p>


<pre><code>import org.apache.spark.streaming._


val conf = new SparkConf().setAppName(""Simple Application"").setMaster(""local[*]"")  
val sc = new SparkContext(conf)
val hadoopConf=sc.hadoopConfiguration;
hadoopConf.set(""fs.s3.impl"", ""org.apache.hadoop.fs.s3native.NativeS3FileSystem"")
hadoopConf.set(""fs.s3.awsAccessKeyId"",myAccessKey)
hadoopConf.set(""fs.s3.awsSecretAccessKey"",mySecretKey)


//ones above this may be deprecated?
hadoopConf.set(""fs.s3n.awsAccessKeyId"",myAccessKey)
hadoopConf.set(""fs.s3n.awsSecretAccessKey"",mySecretKey)


val ssc = new org.apache.spark.streaming.StreamingContext(
  sc,Seconds(60))
val lines = ssc.textFileStream(""s3n://path to bucket"")
lines.print()


ssc.start()   // Start the computation
ssc.awaitTermination()  // Wait for the computation to terminate
</code></pre>


<p>hope it will help.</p>"

73,27586721,27584823,https://stackoverflow.com/questions/27586721,TRUE,SERVICE in question outdated,0,0,1,0,0,1,1,"amazon-web-services, amazon-elastic-beanstalk",deprecated,is deprecated by,,1,1,1,1,0,"<blockquote>
  <p>unable to load Private Key
  6312:error:0906D06C:PEM routines:PEM_read_bio:no start line:pem_lib.c:647:Expecting: ANY PRIVATE KEY</p>
</blockquote>


<p>I ran your commands on OS X, and I could not reproduce the results.</p>


<p>I <em>did</em> use the <code>-config</code> option because I have an ""OpenSSL server config template"" that makes it easy to generate CSRs and self signed certificates:</p>


<pre><code>$ mkdir test
$ cd test
$ openssl req -new -key privatekey.pem -out csr.pem -config example-com.conf
</code></pre>


<p>The configuration file is named <code>example-com.conf</code>, and you can find it at <a href=""https://stackoverflow.com/questions/26019957/how-do-i-edit-a-self-signed-certificate-created-using-openssl-xampp/26029695#26029695"">How do I edit a self signed certificate created using openssl xampp?</a>. Edit it to suit your taste (in particular, the DNS names).</p>


<p>If interested, here's the OpenSSL man pages on the <a href=""https://www.openssl.org/docs/apps/req.html"" rel=""nofollow noreferrer""><code>req</code> sub-command</a>.</p>


<hr>


<blockquote>
  <p>I checked the generated key and it looks like<br></p>
 
  <p>-----BEGIN RSA PRIVATE KEY-----<br>  {lots of characters}<br>
  -----END RSA PRIVATE KEY-----<br></p>
</blockquote>


<p>You can validate the key you just created with:</p>


<pre><code>$ openssl rsa -in privatekey.pem -inform PEM -text -noout
Private-Key: (2048 bit)
modulus:
  00:b0:91:ce:57:28:0f:5c:3a:c3:29:d7:23:6a:71:
  ca:64:49:fc:24:ea:69:a3:09:d6:49:94:17:b9:09:
  65:fa:5a:10:47:a4:9b:b8:cd:6d:32:74:19:8d:5c:
  79:92:f0:a6:43:9c:75:a3:7b:ef:c4:c3:d9:c2:db:
  b9:bd:ec:14:a8:b1:52:73:8f:56:c8:5c:16:08:56:
  ff:c2:2b:35:3c:0a:0f:34:d0:91:c1:54:7e:72:e8:
  97:bf:ea:46:69:5f:e4:21:8d:7a:f5:a5:6b:6a:e8:
  00:56:bc:02:f6:b4:ae:6e:89:a6:50:aa:5b:2f:d8:
  7d:99:04:61:51:76:b3:5e:9e:30:52:99:54:26:e2:
  3a:54:ec:78:34:e6:9a:b7:c2:58:5c:51:3d:39:52:
  d4:6e:0c:6e:a1:a0:a5:f1:4d:5a:f5:0b:1a:6e:dc:
  f3:bb:0d:d0:53:51:b0:1a:04:ee:86:35:d5:f3:8b:
  0d:bc:19:61:6c:0c:b2:7b:a9:7c:47:97:01:bb:a2:
  6a:74:d9:19:e9:df:60:07:d4:95:4c:83:f8:3b:84:
  c2:b8:3d:b9:a7:34:0a:9b:a3:c6:70:cc:ef:de:f4:
  64:88:f1:56:d3:2a:fd:5a:82:88:96:66:93:6c:a0:
  b8:ec:e4:4c:e8:76:5c:9c:fc:c4:60:72:b6:9a:3f:
  98:a3
publicExponent: 65537 (0x10001)
privateExponent:
  00:87:ab:f1:65:ac:e5:68:93:ca:64:3a:e7:fe:a1:
  62:c7:7e:c5:dc:c3:b5:d9:cd:f4:36:e3:30:fb:40:
  0a:78:bc:7d:67:df:46:bc:50:34:88:a1:07:05:44:
  ba:31:ba:f1:b6:5f:e1:50:76:29:bd:02:54:2f:d2:
  cf:bc:ec:4a:cf:78:39:07:8c:6b:3d:56:ec:a3:09:
  de:49:9f:13:af:87:77:39:b8:cd:56:45:0b:48:56:
  0a:4c:2f:c2:5c:b3:8e:c2:6d:48:be:b9:95:79:36:
  bd:13:e8:31:4a:c9:78:82:7d:08:2b:51:4a:f1:cf:
  a2:6a:52:20:49:0d:31:34:10:88:02:d7:a7:07:70:
  32:b5:f5:8c:cc:d4:b2:8d:b9:aa:bb:33:82:1a:74:
  bd:4d:4f:e9:e0:cc:f2:27:fb:98:34:2c:77:56:6f:
  88:3a:66:32:5d:7d:57:c6:5b:63:39:fa:32:04:9d:
  e3:cc:a5:b6:44:91:fd:7d:d1:b6:2d:16:47:59:81:
  3d:cf:d9:a7:58:2a:d6:61:5d:c6:69:3b:7a:70:50:
  4f:80:f4:d9:fb:c8:7d:5e:44:9e:ac:c8:e6:aa:49:
  c3:d6:df:6b:03:68:25:a3:2b:89:8f:9a:35:3a:58:
  7d:71:b4:08:d9:04:7b:b9:96:17:f3:a5:19:c5:07:
  4e:c1
prime1:
  00:d7:d0:d8:8c:b5:86:ed:0e:06:70:c9:54:00:25:
  d7:8c:e4:65:51:1b:c5:ba:33:c2:02:1a:dc:80:a6:
  ae:8e:1e:e8:c0:b7:04:11:5a:e3:98:52:8f:4a:7a:
  43:b8:e8:1b:c8:d6:d3:b2:dc:70:59:a5:ca:83:bb:
  35:f1:6c:f5:cb:d0:f4:04:5e:aa:7c:d0:ec:d7:4a:
  d5:1c:7c:e2:67:e4:e8:17:95:9b:4e:2b:a0:26:74:
  61:d0:a0:15:27:18:e5:84:b5:54:ef:be:82:35:7e:
  78:e0:49:6b:4e:ae:93:53:a0:81:a3:8e:de:d3:e5:
  dc:c5:ba:03:36:14:47:97:03
prime2:
  00:d1:72:3b:f5:34:b1:11:78:b2:79:f4:3e:d7:be:
  bf:cc:b3:09:ea:24:a4:cc:7f:64:73:96:d2:48:9e:
  55:bc:79:23:c2:d9:80:81:7d:a4:a5:4b:43:33:8e:
  62:04:ec:8d:22:d7:43:5e:41:b6:4d:e9:b0:cc:70:
  63:17:70:93:88:81:f5:84:a6:3f:2b:98:33:a3:69:
  53:11:c7:95:8c:30:ea:e8:58:c7:77:10:b4:a8:f5:
  bf:5e:cf:e1:99:bb:b3:4e:57:d2:4c:f7:73:de:8a:
  98:8e:7c:26:37:6c:e4:77:c6:d2:ed:5d:53:a7:15:
  c3:9c:67:61:d3:24:9a:f5:e1
exponent1:
  00:83:34:59:e2:b9:9d:8c:d2:e1:01:82:b4:89:de:
  77:bc:15:42:af:5b:c6:0a:dc:da:8e:f3:0b:a9:3f:
  2c:92:04:a2:96:3e:ed:bf:2b:55:80:ce:78:84:db:
  ed:fe:25:46:77:04:7b:f1:9a:68:c7:67:ae:c6:05:
  73:d7:11:da:21:0e:28:bb:db:5d:a4:c2:53:aa:d3:
  b8:da:37:e6:61:29:5e:1c:b0:7c:99:ba:96:03:aa:
  ef:a8:a9:1a:13:09:e4:c7:98:82:49:ba:b5:68:96:
  3a:20:89:22:2e:d4:9d:86:d2:e6:dd:ab:c7:36:65:
  e1:a1:67:e3:f9:e5:bc:5c:47
exponent2:
  00:81:6d:b9:55:8f:09:39:05:c0:2d:12:dd:5e:cf:
  56:91:35:b6:93:c5:af:3d:5c:20:04:3a:18:9a:9d:
  95:d7:d1:78:62:e9:ab:ba:d9:9c:cc:34:95:43:9f:
  e2:3c:ae:bd:8c:e1:3f:95:58:c0:42:a7:7e:04:e8:
  12:a4:22:82:59:22:0e:49:b9:be:61:bf:3d:71:e7:
  1d:59:68:5f:a6:f1:77:c8:bb:4c:0f:ec:f7:e7:4d:
  6d:c4:36:6c:70:67:08:a8:0a:27:40:3e:ce:90:a0:
  4f:24:05:de:4b:f3:f3:bf:7c:d3:4d:b1:95:87:34:
  30:dc:4f:1a:a9:b2:fe:3b:a1
coefficient:
  6d:51:b3:6e:87:8d:aa:f0:55:c4:22:21:62:a9:ea:
  24:b3:b7:91:40:f5:78:5d:f1:40:45:7e:0d:a2:a3:
  54:46:ba:42:33:b6:cd:57:a1:85:bc:3d:ba:1c:eb:
  87:33:a9:e9:63:1e:7c:2c:89:98:b9:0f:4b:e8:c4:
  79:bd:00:6a:f5:3e:ea:63:f1:9e:aa:47:35:5a:22:
  fc:4e:e3:61:7e:eb:dc:a6:c0:2c:d5:fd:22:9f:01:
  59:32:15:db:41:99:b7:a8:c1:eb:1e:42:c7:1b:c7:
  c8:56:86:a8:34:fe:1c:48:b6:6e:f1:c1:5c:96:bf:
  9d:fa:e5:4c:d0:2a:d9:09
</code></pre>


<hr>


<blockquote>
  <p>unable to write 'random state'</p>
</blockquote>


<p>This is a well known problem. OpenSSL uses a default configuration file. You can locate the configuration file with <a href=""https://stackoverflow.com/q/21477210/608639"">correct location of openssl.cnf file</a>.</p>


<p>The default configuration file includes these lines:</p>


<pre><code>$ cat /usr/local/ssl/macosx-x64/openssl.cnf 
...
HOME  = .
RANDFILE  = $ENV::HOME/.rnd
...
</code></pre>


<p>To save the random file, you should point <code>HOME</code> and <code>RANDFILE</code> to a valid location. On Windows, you type <code>set HOME=...</code> and <code>set RANDFILE=...</code> in the command prompt. Or better, change it in the OpenSSL configuration file you use.</p>


<p>Also see <a href=""https://stackoverflow.com/q/12507277/608639"">How to fix _Ã‘Ã’unable to write 'random state' _Ã‘Âù in openssl</a> and <a href=""https://stackoverflow.com/q/2229723/608639"">How do I make OpenSSL write the RANDFILE on Windows Vista?</a>.</p>


<hr>


<blockquote>
  <p>I'm trying to configure HTTPS for my ElasticBeanstalk environment following these instructions.</p>
</blockquote>


<p>The instructions are wrong in the image below. <strong><em>Do not place a DNS name in the Common Name (CN)</em></strong>.</p>


<p><img src=""https://i.stack.imgur.com/3PYVL.png"" alt=""enter image description here""></p>


<p>Placing a DNS name in the Common Name is deprecated by both the IETF (the folks who publish RFCs) and the CA/B Forums (the cartel where browsers and CAs collude). You should pay articular attention to what the CA/B recommends because Browsers and CAs come up with those rules, and the browsers follow them (and they don't follow the RFCs). For reference, see <a href=""http://www.ietf.org/rfc/rfc5280.txt"" rel=""nofollow noreferrer"">RFC 5280</a>, <a href=""http://www.ietf.org/rfc/rfc6125.txt"" rel=""nofollow noreferrer"">RFC 6125</a> and the <a href=""https://cabforum.org/baseline-requirements-documents/"" rel=""nofollow noreferrer"">CA/B Baseline Requirements</a>.</p>


<p>Instead, <strong><em>place DNS names in the Subject Alternate Name (SAN)</em></strong>. Both the IETF and CA/B specifies it.</p>


<p>The custom OpenSSL configuration file handles this for you. You just have to change the DNS names listed under the section <code>[ alternate_names ]</code>. For example, here's a set of names set up for the domain <code>example.com</code>. Notice there is no DNS name in the CN:</p>


<pre><code>[ subject ]
...
commonName  = Common Name (e.g. server FQDN or YOUR name)
commonName_default  = Example Company


[ alternate_names ]


DNS.1   = example.com
DNS.2   = www.example.com
DNS.3   = mail.example.com
DNS.4   = ftp.example.com
</code></pre>"

74,53749018,53748832,https://stackoverflow.com/questions/53749018,TRUE,outdated answer,1,1,0,0,0,1,1,amazon-iam,outdated,is outdated,,1,0,1,0,1,"<p>There is no way of doing that yet, officially supported, at least.</p>


<p><a href=""https://github.com/Azure/AKS/issues/371"" rel=""nofollow noreferrer"">https://github.com/Azure/AKS/issues/371</a></p>


<p>EDIT: this answer is outdated, this is now possible</p>"

75,57818720,57776244,https://stackoverflow.com/questions/57818720,TRUE,SERVICE in question outdated,0,0,1,0,0,1,1,amazon-web-services,deprecated,is deprecated,,1,1,1,0,0,"<p>I was able to reach a better solution by using puppeteer library. Reasons for choosing a different library
<li>html-pdf is deprecated</li>
<li>puppeteer has much better options</li>
<li>puppeteer has async/await feature</li></p>


<p>Although to make this work in AWS with serverless &amp; serverless-plugin-optimize , I did face many challenges. Note out the following points while implementing this kind of similar scenario</p>


<p><b>For API gateway to send any binary file(pdf / jpeg / jpg) as response</b>
<li>Binary Media Types should be set to <code>*/*</code> in API Gateway resource Settings options , if going through serverless under provider in serverless.yaml add
 <b>apiGateway:
  binaryMediaTypes:
  - <code>*/*</code></b></li>
<li>if by any chance you are using serverless-plugin-optimize to reduce lambda size , use ""external"" option for this package chrome-aws-lambda , ref link <a href=""https://www.npmjs.com/package/serverless-plugin-optimize"" rel=""nofollow noreferrer"">https://www.npmjs.com/package/serverless-plugin-optimize</a>
</li></p>"

76,43867972,43451370,https://stackoverflow.com/questions/43867972,TRUE,SERVICE in question outdated,0,0,1,0,0,1,1,"amazon-s3, amazon-sdk",deprecated,is deprecated,,1,1,0,1,0,"<p>Apparently the <code>AmazonS3Client</code> class is deprecated in the latest SDKs. Creating client in the following manner solves the problem as it also takes region into account and hence attaches proper signature versions :</p>


<pre><code>BasicAWSCredentials awsCreds = new BasicAWSCredentials(accessKeyId, secretAccessKey);
  AmazonS3ClientBuilder builder = AmazonS3ClientBuilder.standard().withCredentials(new AWSStaticCredentialsProvider(awsCreds));
  builder.setRegion(regionName);
  AmazonS3 s3client = builder.build();
</code></pre>"
